Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecada‡Æo_Total;Ganhadores_15_N£meros;Ganhadores_14_N£meros;Ganhadores_13_N£meros;Ganhadores_12_N£meros;Ganhadores_11_N£meros;Valor_Rateio_15_N£meros;Valor_Rateio_14_N£meros;Valor_Rateio_13_N£meros;Valor_Rateio_12_N£meros;Valor_Rateio_11_N£meros;Acumulado_15_N£meros;Estimativa_Prˆmio;Valor_Acumulado_Especial
2262;22/06/2021;2;3;4;6;7;8;9;10;11;19;20;21;22;24;25;R$ 15.856.440,00;1;201;6449;88282;517601;R$ 1.406.905,06;R$ 1.467,65;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 82.669.586,98
2263;23/06/2021;1;2;3;7;8;10;11;14;15;16;18;19;22;23;25;R$ 17.326.742,50;5;367;9499;110541;570882;R$ 287.642,00;R$ 1.173,84;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 83.017.541,02
2264;24/06/2021;2;3;4;5;6;8;9;10;12;14;15;16;17;18;19;R$ 13.994.212,50;2;313;8078;86990;475737;R$ 567.662,48;R$ 1.086,49;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 83.292.216,42
2265;25/06/2021;2;4;5;7;9;10;12;13;14;15;16;18;19;20;22;R$ 17.712.205,00;2;460;13795;137802;672255;R$ 562.913,38;R$ 733,10;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 83.564.593,87
2266;26/06/2021;1;3;5;9;10;11;12;13;15;16;19;21;23;24;25;R$ 13.727.582,50;3;357;12763;119608;539098;R$ 251.757,90;R$ 633,70;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 83.747.321,38
2267;28/06/2021;2;3;5;6;7;9;10;13;14;15;17;19;20;22;24;R$ 17.006.845,00;4;604;14729;147753;674588;R$ 233.684,29;R$ 463,56;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 83.973.467,48
2268;29/06/2021;1;3;8;10;11;12;14;15;18;19;20;21;23;24;25;R$ 14.552.617,50;0;235;9254;108619;569094;R$ 0,00;R$ 1.186,89;R$ 25,00;R$ 10,00;R$ 5,00;R$ 931.168,56;R$ 3.000.000,00;R$ 84.198.750,21
2269;30/06/2021;2;3;4;5;7;9;10;11;13;14;17;20;21;22;25;R$ 23.506.857,50;2;575;18179;189100;925022;R$ 1.164.245,67;R$ 727,91;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.682.368,18;R$ 4.000.000,00;R$ 84.536.812,18
2270;01/07/2021;1;4;5;6;8;10;11;15;16;18;19;20;21;22;25;R$ 25.672.995,00;3;635;18090;195856;881397;R$ 1.285.112,71;R$ 882,65;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 84.989.514,26
2271;02/07/2021;2;3;5;6;7;8;10;11;16;17;18;19;21;23;24;R$ 18.829.415,00;3;197;8180;103948;607859;R$ 561.201,99;R$ 1.791,95;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 85.396.838,29
2272;03/07/2021;1;2;5;7;8;10;11;13;14;15;16;18;21;22;24;R$ 15.998.750,00;7;310;9027;101649;528520;R$ 189.142,97;R$ 1.279,32;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 85.717.161,08
2273;05/07/2021;1;2;4;6;7;8;9;10;11;12;13;17;21;23;25;R$ 19.043.315,00;2;260;9562;116151;666366;R$ 764.466,49;R$ 1.761,44;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 86.087.064,23
2274;06/07/2021;2;3;4;6;8;9;10;12;16;17;19;20;22;23;24;R$ 17.551.747,50;2;275;10726;120739;628743;R$ 648.705,78;R$ 1.413,18;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 86.400.954,13
2275;07/07/2021;1;2;4;5;7;10;11;12;13;14;15;16;19;20;21;R$ 19.654.290,00;0;211;8670;119188;675206;R$ 0,00;R$ 1.611,03;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.621.196,03;R$ 3.500.000,00;R$ 86.793.178,97
2276;08/07/2021;1;4;5;7;10;12;13;14;15;16;17;18;19;20;21;R$ 25.644.202,50;2;372;20187;152880;833577;R$ 1.877.240,20;R$ 1.717,74;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 87.309.296,17
2277;09/07/2021;2;3;5;10;11;12;13;14;15;17;18;21;22;23;24;R$ 16.538.282,50;0;159;6841;102198;579357;R$ 0,00;R$ 1.762,51;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.336.527,07;R$ 3.500.000,00;R$ 87.632.649,51
2278;10/07/2021;2;4;6;7;10;11;12;13;14;16;17;18;20;21;24;R$ 22.155.420,00;3;345;12262;145396;773949;R$ 1.020.431,65;R$ 1.497,49;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 88.049.932,07
2279;12/07/2021;1;3;5;8;10;11;13;14;15;16;17;18;21;22;25;R$ 19.524.260,00;3;374;12617;164302;722444;R$ 418.535,38;R$ 1.005,62;R$ 25,00;R$ 10,00;R$ 5,00;R$ 2.242.795,59;R$ 4.000.000,00;R$ 88.353.707,75
2280;13/07/2021;2;3;4;7;9;12;16;18;19;20;21;22;23;24;25;R$ 26.327.492,50;1;434;14781;172803;921247;R$ 4.616.221,30;R$ 1.410,58;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 88.848.171,45
2281;14/07/2021;2;3;5;6;7;9;10;11;14;15;16;17;18;20;21;R$ 18.509.937,50;3;333;10485;119732;657248;R$ 474.271,28;R$ 1.279,84;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 89.192.400,62
2282;15/07/2021;1;2;4;5;6;10;11;12;13;14;18;20;21;23;24;R$ 16.423.397,50;2;229;8961;115596;589657;R$ 605.706,20;R$ 1.584,56;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 89.485.484,27
2283;16/07/2021;1;2;5;7;9;10;11;15;17;18;19;20;22;23;25;R$ 18.720.880,00;1;355;12881;142782;719363;R$ 1.201.677,20;R$ 1.013,94;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 89.776.212,64
2284;17/07/2021;1;3;4;8;9;10;11;14;15;17;19;20;21;23;24;R$ 15.837.022,50;4;463;10475;111688;563462;R$ 289.617,34;R$ 749,47;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 90.056.487,49
2285;19/07/2021;1;2;6;7;8;10;12;13;15;16;18;20;22;23;24;R$ 18.599.317,50;1;374;11608;129410;642006;R$ 1.418.517,78;R$ 1.136,10;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 90.399.677,28
2286;20/07/2021;2;3;6;8;11;12;13;15;16;17;20;22;23;24;25;R$ 16.171.737,50;1;226;7213;95688;558969;R$ 1.336.024,82;R$ 1.770,76;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 90.722.909,10
2287;21/07/2021;1;3;4;6;7;9;10;11;12;14;16;17;18;19;25;R$ 17.568.615,00;0;221;8565;108187;585232;R$ 0,00;R$ 1.397,46;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.472.926,39;R$ 3.500.000,00;R$ 91.079.262,26
2288;22/07/2021;1;2;3;5;7;9;10;11;12;14;19;20;21;22;25;R$ 23.082.220,00;3;544;15828;175818;875606;R$ 993.581,08;R$ 830,23;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 91.444.056,68
2289;23/07/2021;1;2;5;7;8;10;12;14;15;16;17;19;20;22;25;R$ 18.001.972,50;1;482;12626;132316;650904;R$ 1.263.167,88;R$ 784,99;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.934.326,84;R$ 4.000.000,00;R$ 91.749.661,83
2290;24/07/2021;2;3;4;5;8;9;10;11;13;15;19;22;23;24;25;R$ 22.922.662,50;3;375;14450;181192;922645;R$ 1.174.072,92;R$ 1.092,20;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 92.080.472,65
2291;26/07/2021;1;5;6;7;9;12;13;14;16;17;19;20;21;24;25;R$ 17.817.122,50;11;555;12377;121654;613988;R$ 123.406,62;R$ 732,64;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 92.408.893,50
2292;27/07/2021;3;5;6;7;9;10;11;12;13;18;19;20;22;23;24;R$ 15.743.932,50;2;399;11532;118772;613432;R$ 495.153,80;R$ 743,44;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 92.648.484,06
2293;28/07/2021;1;2;4;5;8;9;11;12;13;16;18;19;20;21;22;R$ 16.657.852,50;2;424;7976;99008;535828;R$ 727.505,31;R$ 1.027,90;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 93.000.502,77
2294;29/07/2021;6;7;8;10;11;12;15;16;17;18;19;22;23;24;25;R$ 15.240.525,00;1;179;5884;80401;489402;R$ 1.392.553,05;R$ 1.631,21;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 93.337.410,78
2295;30/07/2021;1;2;6;9;10;11;12;13;14;16;17;20;23;24;25;R$ 18.556.720,00;1;310;9440;109280;611401;R$ 1.587.803,38;R$ 1.534,22;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 93.721.556,77
2296;31/07/2021;2;3;4;8;9;10;12;14;15;16;18;21;22;23;24;R$ 15.448.780,00;1;261;8927;104937;526740;R$ 1.211.207,69;R$ 1.390,05;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 94.014.590,89
2297;02/08/2021;2;3;7;9;11;13;14;15;17;18;20;21;22;24;25;R$ 18.310.735,00;4;525;13866;140527;695493;R$ 293.852,57;R$ 670,63;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 94.298.964,35
2298;03/08/2021;1;3;4;6;10;12;13;14;16;18;20;21;23;24;25;R$ 16.364.935,00;1;478;12098;121134;590419;R$ 1.140.688,41;R$ 714,81;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 94.574.937,36
2299;04/08/2021;1;3;5;7;8;9;11;12;14;15;16;20;21;23;25;R$ 18.058.115,00;6;818;14200;135685;659179;R$ 204.012,39;R$ 448,23;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.860.407,76;R$ 4.000.000,00;R$ 94.871.084,40
2300;05/08/2021;1;2;3;4;8;9;13;15;16;17;19;22;23;24;25;R$ 25.134.975,00;0;400;17694;169919;890619;R$ 0,00;R$ 1.397,94;R$ 25,00;R$ 10,00;R$ 5,00;R$ 4.028.301,60;R$ 6.000.000,00;R$ 95.322.728,95
2301;06/08/2021;3;5;9;10;12;13;15;16;17;18;19;20;22;24;25;R$ 34.943.807,50;2;626;24732;272720;1383016;R$ 3.074.751,44;R$ 1.014,98;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 95.835.922,82
2302;07/08/2021;3;4;6;7;8;10;11;12;13;14;16;17;18;20;21;R$ 15.691.627,50;1;235;9676;110818;546546;R$ 1.180.267,57;R$ 1.504,41;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 96.121.471,43
2303;09/08/2021;1;3;5;7;8;10;11;12;15;18;19;20;21;22;24;R$ 18.481.585,00;9;445;12892;138698;693565;R$ 136.693,71;R$ 828,10;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 96.419.110,96
2304;10/08/2021;1;2;6;8;9;11;12;13;14;16;18;20;21;22;24;R$ 16.868.070,00;1;298;9296;105272;548986;R$ 1.424.500,12;R$ 1.431,85;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 96.763.748,09
2305;11/08/2021;1;5;7;8;10;11;14;16;17;18;19;22;23;24;25;R$ 17.870.647,50;0;252;8363;110960;609114;R$ 0,00;R$ 1.745,03;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.468.083,42;R$ 3.500.000,00;R$ 97.118.929,58
2306;12/08/2021;1;4;5;6;7;8;9;11;14;15;16;18;20;21;22;R$ 23.006.507,50;1;286;10136;128694;719789;R$ 3.566.055,04;R$ 1.538,10;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 97.626.503,36
2307;13/08/2021;1;4;5;6;8;9;11;12;13;14;15;17;19;20;23;R$ 18.544.595,00;0;238;8606;109421;645912;R$ 0,00;R$ 1.338,30;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.519.070,28;R$ 3.500.000,00;R$ 97.994.020,37
2308;14/08/2021;1;2;3;4;6;10;15;17;18;19;20;22;23;24;25;R$ 20.868.475,00;1;265;8835;117444;690695;R$ 3.340.869,43;R$ 1.441,47;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 98.434.778,24
2309;16/08/2021;1;3;4;7;9;10;11;12;13;17;18;19;22;24;25;R$ 17.810.905,00;8;755;17001;157391;703960;R$ 119.474,36;R$ 379,20;R$ 25,00;R$ 10,00;R$ 5,00;R$ 2.228.859,92;R$ 4.000.000,00;R$ 98.666.018,94
2310;17/08/2021;1;3;5;6;7;10;11;13;16;18;20;22;23;24;25;R$ 24.051.530,00;6;711;21825;210793;907207;R$ 643.363,51;R$ 591,81;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 99.005.877,51
2311;18/08/2021;1;3;4;5;9;10;12;13;14;15;18;19;20;21;25;R$ 17.164.657,50;0;248;9465;121279;652298;R$ 0,00;R$ 1.431,03;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.184.808,73;R$ 3.000.000,00;R$ 99.292.524,78
2312;19/08/2021;1;2;3;6;7;10;11;12;14;15;18;20;21;22;25;R$ 21.439.065,00;2;352;10979;129179;721285;R$ 1.486.692,76;R$ 1.522,01;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 99.725.244,99
2313;20/08/2021;4;5;6;7;8;10;11;12;14;15;18;19;20;22;25;R$ 17.804.190,00;0;253;9784;123361;650855;R$ 0,00;R$ 1.534,11;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.295.764,01;R$ 3.000.000,00;R$ 100.038.736,29
2314;21/08/2021;1;2;7;8;9;11;13;14;15;17;19;20;23;24;25;R$ 19.582.230,00;5;413;12083;146052;748914;R$ 517.967,11;R$ 938,55;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 100.351.818,12
2315;23/08/2021;3;7;8;11;12;13;14;16;17;18;19;21;22;23;25;R$ 17.531.430,00;0;216;8789;119604;604570;R$ 0,00;R$ 1.902,61;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.371.986,80;R$ 3.500.000,00;R$ 100.683.750,42
2316;24/08/2021;2;3;4;5;6;9;10;13;14;15;16;17;19;24;25;R$ 22.366.480,00;3;387;12011;147317;794589;R$ 1.028.686,90;R$ 1.326,69;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 101.098.445,74
2317;25/08/2021;1;2;3;5;6;7;9;14;15;16;17;20;21;23;25;R$ 16.753.742,50;0;207;8544;108665;561698;R$ 0,00;R$ 1.386,54;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.368.839,20;R$ 3.500.000,00;R$ 101.429.616,53
2318;26/08/2021;2;5;6;7;8;11;13;16;17;18;19;20;21;24;25;R$ 21.869.882,50;0;209;8695;121086;724145;R$ 0,00;R$ 1.929,56;R$ 25,00;R$ 10,00;R$ 5,00;R$ 3.292.168,37;R$ 6.500.000,00;R$ 101.894.938,12
2319;27/08/2021;2;3;8;12;13;14;15;16;17;19;21;22;23;24;25;R$ 33.801.657,50;1;373;14630;214720;1120740;R$ 6.128.952,31;R$ 1.594,67;R$ 25,00;R$ 10,00;R$ 5,00;R$ 104.964.842,95;R$ 150.000.000,00;R$ 104.964.842,95
2320;11/09/2021;1;2;3;5;6;9;12;13;15;17;21;22;23;24;25;R$ 517.424.717,50;57;10288;292658;3577748;18451178;R$ 2.791.889,55;R$ 1.124,02;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 0,00
2321;13/09/2021;1;2;6;7;8;9;10;12;13;14;15;17;22;23;24;R$ 19.202.465,00;0;187;7283;105970;655457;R$ 0,00;R$ 1.851,74;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.651.460,52;R$ 4.000.000,00;R$ 399.546,91
2322;14/09/2021;1;2;5;6;7;11;12;13;14;16;18;21;22;23;24;R$ 29.533.590,00;0;306;12047;164160;914113;R$ 0,00;R$ 1.870,40;R$ 25,00;R$ 10,00;R$ 5,00;R$ 4.381.091,05;R$ 7.800.000,00;R$ 1.059.941,40
2323;15/09/2021;1;4;7;8;11;13;14;16;17;19;21;22;23;24;25;R$ 43.757.230,00;5;719;23636;280405;1493687;R$ 1.579.764,69;R$ 1.465,50;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 1.911.005,70
2324;16/09/2021;1;2;3;5;8;9;10;11;13;14;16;17;19;20;25;R$ 17.694.685,00;1;213;9258;122740;668265;R$ 1.245.784,39;R$ 1.751,93;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 2.212.405,16
2325;17/09/2021;1;2;3;4;5;6;7;8;9;14;17;18;21;23;25;R$ 19.880.510,00;1;235;8777;117987;658250;R$ 1.704.602,74;R$ 1.520,92;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 2.624.809,06
2326;18/09/2021;2;3;4;5;6;8;11;12;13;14;16;20;22;23;25;R$ 16.894.435,00;1;185;7301;101051;572532;R$ 1.418.330,48;R$ 1.607,53;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 2.967.953,54
2327;20/09/2021;1;2;3;4;6;7;8;11;13;15;17;19;20;21;25;R$ 18.299.522,50;1;255;10757;125348;656284;R$ 1.357.993,82;R$ 1.595,18;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 3.296.500,43
2328;21/09/2021;3;4;5;6;7;8;9;11;14;15;17;20;21;23;25;R$ 16.850.040,00;2;232;8908;121524;612387;R$ 608.601,96;R$ 1.571,55;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 3.590.985,26
2329;22/09/2021;1;3;4;5;10;11;12;13;14;16;17;18;19;20;24;R$ 18.398.847,50;2;209;11403;105100;598692;R$ 791.261,29;R$ 1.587,65;R$ 25,00;R$ 10,00;R$ 5,00;R$ 2.649.235,68;R$ 4.500.000,00;R$ 3.973.853,63
2330;23/09/2021;2;4;5;8;10;11;12;13;14;15;16;18;20;22;23;R$ 29.510.500,00;4;603;19346;212689;1025666;R$ 1.299.104,32;R$ 1.089,57;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 4.504.516,47
2331;24/09/2021;3;4;5;7;8;9;10;13;14;15;16;20;22;24;25;R$ 19.297.285,00;3;298;10255;128395;691325;R$ 487.298,54;R$ 1.469,44;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 4.858.200,90
2332;25/09/2021;1;4;6;7;8;9;10;11;14;17;18;20;22;24;25;R$ 16.409.615,00;0;222;7993;101060;545567;R$ 0,00;R$ 1.859,41;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.378.083,72;R$ 3.500.000,00;R$ 5.191.608,25
2333;27/09/2021;1;4;6;7;8;9;10;11;13;15;17;18;19;20;23;R$ 26.608.950,00;2;288;12103;171302;935561;R$ 1.739.664,68;R$ 1.529,81;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 5.699.974,14
2334;28/09/2021;2;3;5;7;13;14;16;17;18;20;21;22;23;24;25;R$ 15.896.815,00;2;244;9854;112705;605486;R$ 540.425,33;R$ 1.326,87;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 5.961.470,28
2335;29/09/2021;2;3;4;5;6;7;9;13;15;16;19;21;22;24;25;R$ 17.276.825,00;0;236;9289;114013;604972;R$ 0,00;R$ 1.703,37;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.342.053,27;R$ 3.600.000,00;R$ 6.286.160,59
2336;30/09/2021;1;3;4;6;10;11;12;13;14;16;17;18;20;22;25;R$ 24.938.265,00;1;385;14583;178880;894420;R$ 3.158.457,35;R$ 1.413,20;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.600.000,00;R$ 6.725.613,21
2337;01/10/2021;1;2;4;5;6;8;9;10;11;14;16;19;20;21;24;R$ 19.515.302,50;3;308;14976;118515;633174;R$ 540.252,41;R$ 1.576,23;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.600.000,00;R$ 7.117.731,89
2338;02/10/2021;1;2;3;4;5;7;8;10;11;12;13;15;16;19;21;R$ 16.999.047,50;1;304;9066;121385;579068;R$ 1.316.429,24;R$ 1.297,11;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 7.436.222,85
2339;04/10/2021;1;3;6;7;8;10;11;14;18;19;20;22;23;24;25;R$ 19.084.127,50;2;334;9813;132793;682824;R$ 712.973,96;R$ 1.278,82;R$ 25,00;R$ 10,00;R$ 5,00;R$ 2.184.462,45;R$ 4.000.000,00;R$ 7.781.210,26
2340;05/10/2021;2;5;7;8;9;11;12;13;14;17;18;20;22;23;25;R$ 28.404.785,00;6;878;22943;226673;1114317;R$ 691.810,16;R$ 577,68;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 8.190.876,62
2341;06/10/2021;2;4;5;7;9;11;12;14;15;19;20;21;22;24;25;R$ 19.960.807,50;3;576;15183;143052;691461;R$ 489.784,92;R$ 764,11;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 8.546.365,69
2342;07/10/2021;1;2;3;4;9;10;13;15;16;18;19;20;21;22;25;R$ 18.388.430,00;0;200;8288;111488;627648;R$ 0,00;R$ 1.597,54;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.523.801,95;R$ 3.500.000,00;R$ 8.915.027,45
2343;08/10/2021;1;2;5;9;12;15;16;17;18;19;20;22;23;24;25;R$ 30.981.925,00;1;327;12835;181424;1039505;R$ 4.170.344,57;R$ 1.697,01;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 9.555.320,04
2344;09/10/2021;1;3;4;6;7;9;10;11;12;13;16;17;19;20;21;R$ 17.467.060,00;2;333;9881;119051;623162;R$ 655.041,73;R$ 1.178,44;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 9.872.275,73
2345;11/10/2021;3;6;7;9;10;11;12;14;16;17;19;20;23;24;25;R$ 20.061.230,00;2;270;9704;125638;702725;R$ 799.414,59;R$ 1.773,74;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 10.259.089,24
2346;13/10/2021;1;4;5;8;10;11;12;14;16;17;18;19;21;22;25;R$ 20.774.075,00;2;209;9288;121703;687902;R$ 893.350,27;R$ 1.792,49;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 10.691.355,51
2347;14/10/2021;2;3;5;6;8;9;11;13;15;16;17;19;21;24;25;R$ 17.028.622,50;11;782;15001;137378;628467;R$ 98.272,12;R$ 414,06;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 10.952.886,14
2348;15/10/2021;1;2;5;8;9;11;13;14;15;17;19;20;22;23;24;R$ 19.899.760,00;5;594;13732;140801;740778;R$ 275.272,83;R$ 694,06;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 11.285.877,48
2349;16/10/2021;2;5;6;9;10;11;12;15;16;17;18;20;21;22;23;R$ 16.767.192,50;0;225;7486;95370;534354;R$ 0,00;R$ 1.397,74;R$ 25,00;R$ 10,00;R$ 5,00;R$ 3.805.136,64;R$ 6.100.000,00;R$ 11.648.753,07
2350;18/10/2021;2;3;4;5;6;7;8;9;10;15;17;19;21;22;25;R$ 35.835.007,50;1;366;14805;207197;1210406;R$ 7.353.473,42;R$ 1.750,47;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 12.387.989,91
2351;19/10/2021;1;3;4;5;6;7;8;9;10;12;14;15;20;23;24;R$ 16.409.247,50;1;170;6791;111986;540880;R$ 1.353.808,22;R$ 1.669,78;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 12.715.524,17
2352;20/10/2021;3;4;7;8;11;12;15;16;17;18;20;22;23;24;25;R$ 18.271.380,00;1;214;8495;114022;615793;R$ 1.514.262,12;R$ 1.483,68;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 13.081.877,92
2353;21/10/2021;1;2;3;7;8;12;13;14;15;16;18;20;23;24;25;R$ 16.437.892,50;2;309;10507;113697;588091;R$ 604.502,63;R$ 1.171,98;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 13.374.379,20
2354;22/10/2021;1;2;5;6;9;10;11;12;13;16;17;18;19;20;21;R$ 19.114.905,00;4;557;14712;139152;667677;R$ 345.963,78;R$ 744,19;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 13.709.182,86
2355;23/10/2021;2;3;4;5;6;8;9;10;11;12;18;19;20;21;25;R$ 16.251.635,00;1;238;8456;102062;574838;R$ 1.275.471,22;R$ 1.605,26;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 14.017.764,62
2356;25/10/2021;3;5;6;7;8;9;10;13;16;18;19;20;21;22;25;R$ 18.525.365,00;0;200;8011;110168;664414;R$ 0,00;R$ 1.550,06;R$ 25,00;R$ 10,00;R$ 5,00;R$ 1.478.516,79;R$ 4.000.000,00;R$ 14.375.470,30
2357;26/10/2021;1;2;4;6;7;8;9;10;12;13;14;20;23;24;25;R$ 27.018.310,00;3;363;12885;174709;961118;R$ 1.192.683,08;R$ 1.732,48;R$ 25,00;R$ 10,00;R$ 5,00;R$ 0,00;R$ 1.500.000,00;R$ 14.883.421,72
